row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs
4,MonthlyIncome,outliers,63588,5975.091892,0
6,MonthlyIncome,missing_value,NA,88.44070676,1
8,MonthlyIncome,missing_value,NA,4016.944069,1
8,NumberOfDependents,missing_value,NA,0,1
16,MonthlyIncome,missing_value,NA,88.44070676,1
32,MonthlyIncome,missing_value,NA,88.44070676,1
41,MonthlyIncome,missing_value,NA,3282.640276,1
44,DebtRatio,outliers,1687.5,2.479503517,0
50,DebtRatio,outliers,3095,1.059392881,0
52,MonthlyIncome,missing_value,NA,4016.944069,1
58,MonthlyIncome,missing_value,NA,88.44070676,1
62,MonthlyIncome,missing_value,NA,88.44070676,1
71,MonthlyIncome,missing_value,NA,88.44070676,1
73,DebtRatio,outliers,3162,2.479503517,0
86,MonthlyIncome,missing_value,NA,88.44070676,1
90,DebtRatio,outliers,15466,2.479503517,0
92,MonthlyIncome,missing_value,NA,88.44070676,1
96,MonthlyIncome,missing_value,NA,5376.975414000001,1
96,NumberOfDependents,missing_value,NA,0,1
100,MonthlyIncome,missing_value,NA,4016.944069,1
109,MonthlyIncome,missing_value,NA,3282.640276,1
109,NumberOfDependents,missing_value,NA,0,1
115,MonthlyIncome,missing_value,NA,4016.944069,1
118,MonthlyIncome,missing_value,NA,88.44070676,1
124,MonthlyIncome,missing_value,NA,88.44070676,1
130,MonthlyIncome,missing_value,NA,88.44070676,1
141,MonthlyIncome,missing_value,NA,88.44070676,1
143,MonthlyIncome,missing_value,NA,88.44070676,1
159,MonthlyIncome,missing_value,NA,6021.13181,1
159,NumberOfDependents,missing_value,NA,0,1
161,MonthlyIncome,missing_value,NA,88.44070676,1
166,MonthlyIncome,missing_value,NA,88.44070676,1
171,MonthlyIncome,missing_value,NA,88.44070676,1
179,MonthlyIncome,missing_value,NA,88.44070676,1
181,MonthlyIncome,missing_value,NA,88.44070676,1
183,MonthlyIncome,missing_value,NA,88.44070676,1
187,MonthlyIncome,missing_value,NA,4016.944069,1
192,MonthlyIncome,missing_value,NA,88.44070676,1
198,MonthlyIncome,missing_value,NA,2584.266173,1
207,MonthlyIncome,missing_value,NA,88.44070676,1
210,MonthlyIncome,missing_value,NA,88.44070676,1
214,MonthlyIncome,missing_value,NA,88.44070676,1
215,MonthlyIncome,missing_value,NA,88.44070676,1
235,MonthlyIncome,missing_value,NA,88.44070676,1
238,MonthlyIncome,missing_value,NA,5376.975414000001,1
238,NumberOfDependents,missing_value,NA,0,1
242,MonthlyIncome,missing_value,NA,88.44070676,1
259,MonthlyIncome,missing_value,NA,2584.266173,1
261,MonthlyIncome,missing_value,NA,88.44070676,1
263,MonthlyIncome,missing_value,NA,1067.153256,1
263,NumberOfDependents,missing_value,NA,0,1
266,MonthlyIncome,outliers,208333,6476.473926,0
284,MonthlyIncome,missing_value,NA,2584.266173,1
284,NumberOfDependents,missing_value,NA,0,1
291,MonthlyIncome,missing_value,NA,88.44070676,1
293,RevolvingUtilizationOfUnsecuredLines,outliers,2340,0.32376538,0
320,MonthlyIncome,missing_value,NA,4016.944069,1
321,MonthlyIncome,missing_value,NA,1067.153256,1
326,DebtRatio,outliers,4211,2.479503517,0
331,MonthlyIncome,missing_value,NA,4016.944069,1
346,MonthlyIncome,missing_value,NA,88.44070676,1
347,MonthlyIncome,missing_value,NA,88.44070676,1
351,MonthlyIncome,missing_value,NA,6758.508685,1
353,MonthlyIncome,missing_value,NA,1877.7427760000005,1
354,MonthlyIncome,missing_value,NA,88.44070676,1
356,MonthlyIncome,missing_value,NA,88.44070676,1
358,MonthlyIncome,missing_value,NA,88.44070676,1
364,MonthlyIncome,missing_value,NA,88.44070676,1
